start_id,end_id,type
11862339,G09,CLASSIFIED_AS
11862339,G06,CLASSIFIED_AS
11862339,G16,CLASSIFIED_AS
11862339,A61,CLASSIFIED_AS
11862345,G16,CLASSIFIED_AS
11862345,G06,CLASSIFIED_AS
11862346,G16,CLASSIFIED_AS
11862347,G16,CLASSIFIED_AS
11862347,G06,CLASSIFIED_AS
11862350,G21,CLASSIFIED_AS
11862350,Y02,CLASSIFIED_AS
11862445,H01,CLASSIFIED_AS
11862445,G01,CLASSIFIED_AS
11862647,H10,CLASSIFIED_AS
11862647,G06,CLASSIFIED_AS
11862773,H02,CLASSIFIED_AS
11862773,Y02,CLASSIFIED_AS
11862773,H01,CLASSIFIED_AS
11862773,G06,CLASSIFIED_AS
11862826,Y02,CLASSIFIED_AS
11862826,H01,CLASSIFIED_AS
11862826,G01,CLASSIFIED_AS
11862972,H02,CLASSIFIED_AS
11862972,G06,CLASSIFIED_AS
11862972,Y02,CLASSIFIED_AS
11862972,Y04,CLASSIFIED_AS
11862995,H02,CLASSIFIED_AS
11862995,G06,CLASSIFIED_AS
11862995,H03,CLASSIFIED_AS
11863221,G06,CLASSIFIED_AS
11863221,H04,CLASSIFIED_AS
11863231,H04,CLASSIFIED_AS
11863231,G06,CLASSIFIED_AS
11863308,H04,CLASSIFIED_AS
11863308,G06,CLASSIFIED_AS
11863318,H04,CLASSIFIED_AS
11863318,H03,CLASSIFIED_AS
11863338,H04,CLASSIFIED_AS
11863347,H04,CLASSIFIED_AS
11863369,H04,CLASSIFIED_AS
11863385,H04,CLASSIFIED_AS
11863398,H04,CLASSIFIED_AS
11863398,G06,CLASSIFIED_AS
11863399,H04,CLASSIFIED_AS
11863399,G06,CLASSIFIED_AS
11863400,H04,CLASSIFIED_AS
11863400,G06,CLASSIFIED_AS
11863403,H04,CLASSIFIED_AS
11863403,G06,CLASSIFIED_AS
11863410,H04,CLASSIFIED_AS
11863410,G06,CLASSIFIED_AS
11863411,H04,CLASSIFIED_AS
11863414,H04,CLASSIFIED_AS
11863414,G06,CLASSIFIED_AS
11863444,H04,CLASSIFIED_AS
11863455,H04,CLASSIFIED_AS
11863461,H04,CLASSIFIED_AS
11863495,G06,CLASSIFIED_AS
11863495,H04,CLASSIFIED_AS
11863502,H04,CLASSIFIED_AS
11863502,G06,CLASSIFIED_AS
11863502,G10,CLASSIFIED_AS
11863537,H04,CLASSIFIED_AS
11863537,G06,CLASSIFIED_AS
11863551,G06,CLASSIFIED_AS
11863551,H04,CLASSIFIED_AS
11863566,H04,CLASSIFIED_AS
11863566,G06,CLASSIFIED_AS
11863572,H04,CLASSIFIED_AS
11863580,H04,CLASSIFIED_AS
